"campaignid","opcode","family","genus","species","code","length_mm","number","mass_kg","range","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"SCI3304-2025","S11","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Sphyraenidae","Sphyraena","novaehollandiae",NA,717.3309,1,1.28065173090952,3392.27901,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S11","Terapontidae","Pelates","octolineatus",NA,196.47431,1,0.101203610071819,1289.77197,-35.0723,117.8995667,"2025-04-24T13:44:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","S12","Apogonidae","Ostorhinchus","rueppellii",NA,44.56833,2,0.00264805851861025,762.91336,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Arripidae","Arripis","georgianus",NA,184.07561,1,0.104470867448181,1533.56067,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Arripidae","Arripis","georgianus",NA,179.61754,1,0.0974129938479912,1568.32858,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,192.8692,2,0.191722558104127,2783.90471,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,226.83904,2,0.308328998043582,2752.00624,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,229.48054,2,0.318964082442286,3341.18305,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,189.55147,2,0.182224273303475,3393.98832,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,123.86268,2,0.0524450835377884,3619.91582,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,193.23729,2,0.192796022873662,3172.51829,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,225.35975,2,0.302476573674677,3476.94418,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S12","Terapontidae","Pelates","octolineatus",NA,190.88419,3,0.279002251473558,3734.11675,-35.0733,117.9008,"2025-04-24T13:41:00+08:00","Sandy","Prince Harbour","fished","1.7","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","S13","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Labridae","Haletta","semifasciata",NA,82.24859,1,0.00455723848133911,884.54482,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Labridae","Haletta","semifasciata",NA,73.53274,1,0.00322750409270375,993.52714,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,189.941,2,0.18332300901067,2009.58183,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,170.70822,1,0.0670549061444172,1946.00008,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,218.29792,1,0.137772990026591,2083.05931,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,186.84514,1,0.0873551085184925,1885.32887,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,197.60586,1,0.102919981072733,1833.67827,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,214.50704,1,0.130882426993344,2237.85141,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,229.81493,1,0.160163687012099,2267.45186,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,214.4275,1,0.130740338061074,1977.03067,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S13","Terapontidae","Pelates","octolineatus",NA,198.06786,1,0.103626235133075,1734.80164,-35.0739,117.9035667,"2025-04-24T13:01:00+08:00","Sandy","Prince Harbour","fished","1.3","Yes","Yes","Darren Yap","James Wijaya",NA,NA
"SCI3304-2025","S14","Apogonidae","Ostorhinchus","rueppellii",NA,43.11832,1,0.00119499899490704,643.62292,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Apogonidae","Ostorhinchus","rueppellii",NA,49.61901,1,0.0018468216514592,695.64418,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Apogonidae","Ostorhinchus","rueppellii",NA,42.93747,1,0.00117952964657816,422.56604,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Apogonidae","Ostorhinchus","rueppellii",NA,72.66669,3,0.0180790993184974,627.72351,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Sphyraenidae","Sphyraena","novaehollandiae",NA,509.85797,1,0.559510432313834,2402.6435,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S14","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0725,117.90285,"2025-04-24T13:31:00+08:00","Sandy","Prince Harbour","fished","2.4","Yes","Yes","Evan Setiawan","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Arripidae","Arripis","georgianus",NA,160.01397,1,0.0701113494395231,2064.76755,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Arripidae","Arripis","georgianus",NA,166.07025,1,0.0779169627526257,2243.29272,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Labridae","Haletta","semifasciata",NA,123.18531,1,0.0158134842516679,1662.41058,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S15","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0729,117.9050167,"2025-04-24T13:14:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Caelan McCuaig","Ephraim Chang",NA,NA
"SCI3304-2025","S16","Apogonidae","Ostorhinchus","rueppellii",NA,41.615,5,0.00535254779739028,651.20307,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,152.86251,1,0.0615828880355744,1835.80829,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,162.63239,1,0.0734192271428079,2344.92913,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,156.85774,1,0.0662570804553493,1822.7813,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,144.69441,1,0.0527168928161829,2014.90317,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,136.06358,1,0.0443135664179866,1689.29349,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,179.54687,1,0.0973037321396763,2249.4072,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","georgianus",NA,137.05615,4,0.180924804784778,1692.64683,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
"SCI3304-2025","S16","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0713,117.9047833,"2025-04-24T13:18:00+08:00","Sandy","Prince Harbour","fished","2.2","Yes","Yes","Kayla Ferrera","Darren Yap",NA,NA
