"campaignid","caab_code","number","opcode","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","zone","marine_region","observer_count","observer_length","level_1","level_2","level_3","family","genus","species","scientific"
"SCI3304-2025","82001005",0,"S9",-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","NA","South-west","Kayla Ferrera","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF1",-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","NA","South-west","Ephraim Chang","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",13,"SF1",-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","NA","South-west","Ephraim Chang","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF1",-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","NA","South-west","Ephraim Chang","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF12",-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"SF12",-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",9,"SF12",-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF14",-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Khai Siang Tan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"SF14",-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Khai Siang Tan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",3,"SF14",-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Khai Siang Tan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",3,"SF15",-35.0612,117.8969667,"2025-04-24T14:34:00+08:00","Salmon Farm","Prince Harbour","fished","3.4","Yes","Yes","NA","South-west","Darren Yap","Riho Takishima","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",7,"SF15",-35.0612,117.8969667,"2025-04-24T14:34:00+08:00","Salmon Farm","Prince Harbour","fished","3.4","Yes","Yes","NA","South-west","Darren Yap","Riho Takishima","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF15",-35.0612,117.8969667,"2025-04-24T14:34:00+08:00","Salmon Farm","Prince Harbour","fished","3.4","Yes","Yes","NA","South-west","Darren Yap","Riho Takishima","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF16",-35.0574,117.8951167,"2025-04-24T14:31:00+08:00","Salmon Farm","Prince Harbour","fished","3.2","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",7,"SF16",-35.0574,117.8951167,"2025-04-24T14:31:00+08:00","Salmon Farm","Prince Harbour","fished","3.2","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF16",-35.0574,117.8951167,"2025-04-24T14:31:00+08:00","Salmon Farm","Prince Harbour","fished","3.2","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF17",-35.0607,117.8916167,"2025-04-24T15:02:00+08:00","Salmon Farm","Prince Harbour","fished","3","Yes","Yes","NA","South-west","Caelan McCuaig","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",18,"SF17",-35.0607,117.8916167,"2025-04-24T15:02:00+08:00","Salmon Farm","Prince Harbour","fished","3","Yes","Yes","NA","South-west","Caelan McCuaig","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF17",-35.0607,117.8916167,"2025-04-24T15:02:00+08:00","Salmon Farm","Prince Harbour","fished","3","Yes","Yes","NA","South-west","Caelan McCuaig","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",6,"SF19",-35.0616,117.8897333,"2025-04-24T15:04:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"SF19",-35.0616,117.8897333,"2025-04-24T15:04:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF19",-35.0616,117.8897333,"2025-04-24T15:04:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",11,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",4,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",9,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",12,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",11,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",8,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",9,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",6,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",18,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",1,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",12,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",8,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",16,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",12,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",1,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",14,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",11,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",1,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",3,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",4,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",3,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",11,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",1,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",8,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",4,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",8,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",7,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",0,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",4,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",11,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",18,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
"SCI3304-2025","63617901",16,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Seagrasses","Strap-like leaves","Posidoniaceae","Posidonia","spp","Posidonia spp"
"SCI3304-2025","80300930",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Biota","Macroalgae","Filamentous / filiform",NA,NA,NA,NA
"SCI3304-2025","82001005",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Substrate","Unconsolidated (soft)",NA,NA,NA,NA
